cod;original;simplified
5936;Un primer grupo, claramente robusto, es capaz de tolerar los tratamientos como los pacientes jóvenes, asevera la Dra;Un primer grupo, claramente robusto, es capaz de tolerar los tratamientos como los pacientes jóvenes,  asegura la Dra
3256;Algunos de los aspectos incluidos en este borrador hacen referencia a medidas para combatir la precariedad y la temporalidad.;Algunos de los aspectos incluidos en este borrador hacen referencia a medidas para combatir la  fragilidad y la temporalidad.
360;"En este marco, ha insistido Carcedo, el Sistema de Información del SNS debe permitirnos conocer la capacidad de respuesta a las necesidades de la ciudadanía en condiciones de equidad, calidad y pertinencia de los servicios; y la productividad de los recursos empleados para lograr los mejores resultados en salud individual y colectiva.";"En este marco, ha insistido Carcedo, el Sistema de Información del SNS debe permitirnos conocer la capacidad de respuesta a las necesidades de la ciudadanía en condiciones de equidad, calidad y pertinencia de los servicios; y la productividad de los medios empleados para lograr los mejores resultados en salud individual y colectiva."
4071;Para conmemorar el 125 aniversario de la desaparición de Van Gogh la Fundación Europea, en colaboración con otras 30 organizaciones, ha preparado una serie de actividades, exposiciones, actos culturales, aplicaciones digitales, espectáculos de luz, inauguración de un recorrido ciclista basado en la obra de Vicent van Gogh o la edición de varias publicaciones sobre el pintor holandés, entre ellas el “Atlas Van Gogh”;Para recordar el 125 aniversario de la desaparición de Van Gogh la Fundación Europea, en colaboración con otras 30 organizaciones, ha preparado una serie de actividades, exposiciones, actos culturales, aplicaciones digitales, espectáculos de luz, inauguración de un recorrido ciclista basado en la obra de Vicent van Gogh o la edición de varias publicaciones sobre el pintor holandés, entre ellas el “Atlas Van Gogh”
4324;"Y cuenta en su haber premios tan notables como el “Europa Humana”, concedido en dos ocasiones por el Consejo de Europa, como mejor periodista del continente; la Medalla al Mérito Agrario, por parte del Ministerio de Agricultura de la República Francesa; o el Premio de Periodismo de la Federación Andaluza de Comunidades.";"Y cuenta en su haber premios tan importantes como el “Europa Humana”, concedido en dos ocasiones por el Consejo de Europa, como mejor periodista del continente; la Medalla al Mérito Agrario, por parte del Ministerio de Agricultura de la República Francesa; o el Premio de Periodismo de la Federación Andaluza de Comunidades."
601;“Es obvio que esa redacción ha quedado obsoleta y ha de ser modificada”.;“Es obvio que esa redacción ha quedado obsoleta y ha de ser actualizado”.
6934;Pese a que el prolapso ha de tratarse cuando produzca síntomas o cuando se vean alteraciones en el funcionamiento de los órganos pélvicos, se estima que más del 50% de las mujeres no van al especialista”, comenta el Dr;Pese a que el  caída ha de tratarse cuando produzca síntomas o cuando se vean alteraciones en el funcionamiento de los órganos pélvicos, se estima que más del 50% de las mujeres no van al especialista”, comenta el Dr
5888;De esta forma, es conveniente comenzar el día con la ingesta de un vaso de agua de 200 ml para facilitar la motilidad intestinal y mantener las bebidas a temperatura moderada (entre 8ºC y 14ºC) puesto que así el consumo es más apetecible y facilita la ingesta de líquidos.;De esta forma, es conveniente comenzar el día con la ingesta de un vaso de agua de 200 ml para facilitar la movimiento intestinal y mantener las bebidas a temperatura moderada (entre 8ºC y 14ºC) puesto que así el consumo es más apetecible y facilita la ingesta de líquidos.
6215;La ENSE es una investigación periódica llevada a cabo en los hogares con el objetivo de averiguar el estado de salud de la población española, sus factores determinantes, la utilización de los servicios sanitarios y el impacto de la aplicación de las políticas sanitarias en la evolución de los indicadores de salud;La ENSE es una investigación periódica llevada a cabo en los hogares con el objetivo de averiguar el estado de salud de la población española, sus factores determinantes, la utilización de los servicios sanitarios y el impacto de la aplicación de las políticas sanitarias en la evolución de los  guías de salud
4581;“La tiene y a lo mejor la tendrá mayor, porque así como el folclore analiza un hecho que tiene interés y se ha ido depurando año tras año, siglo tras siglo, y está, digamos, estilizado en el mínimo de elementos para obtener un máximo de rendimiento hoy tenemos todo lo contrario;“La tiene y a lo mejor la tendrá mayor, porque así como el folclore analiza un hecho que tiene interés y se ha ido depurando año tras año, siglo tras siglo, y está, digamos, afinado en el mínimo de elementos para obtener un máximo de rendimiento hoy tenemos todo lo contrario
5338;El objeto de este trabajo es la valoración sociodemográfica del envejecimiento, así como el estado actual de las jubilaciones y las pensiones, las perspectivas futuras de las mismas y la percepción que la población en general tiene de esta situación;El objeto de este trabajo es la valoración sociodemográfica del envejecimiento, así como el estado actual de las jubilaciones y las pensiones, las perspectivas futuras de las mismas y la  impresión que la población en general tiene de esta situación
5700;Según datos del Atlas de Ictus en España 2019, elaborado por el Grupo de Estudio de Enfermedades Cerebrovasculares de la SEN junto con Bristol Myers Squibb y Pfizer, el 59% de los pacientes que han tenido un ictus tienen problemas para realizar sus actividades cotidianas, más de un 62% tienen problemas de movilidad, un 64% sufren dolor y malestar y un 36% percibe su estado de saludo como malo o muy malo;Según datos del Atlas de Ictus en España 2019, elaborado por el Grupo de Estudio de Enfermedades Cerebrovasculares de la SEN junto con Bristol Myers Squibb y Pfizer, el 59% de los pacientes que han tenido un ictus tienen problemas para realizar sus actividades habituales, más de un 62% tienen problemas de movilidad, un 64% sufren dolor y malestar y un 36% percibe su estado de saludo como malo o muy malo
5741;Otros grupos en los que se recomienda la vacunación: personas que trabajan en servicios públicos esenciales y personas con exposición laboral directa a aves domésticas o a cerdos en granjas o explotaciones avícolas o porcinas y también a aves silvestres.;Otros grupos en los que se recomienda la vacunación: personas que trabajan en servicios públicos esenciales y personas con exposición laboral directa a aves domésticas o a cerdos en granjas o explotaciones avícolas o de cerdos y también a aves silvestres.
6168;La diversidad de países y regiones que forman este Consorcio, con diferentes sistemas y políticas socio-sanitarias y contextos culturales, sociales y económicos dispares, representan un formidable reto para conseguirlo pero también una oportunidad para, aunando esfuerzos promover una política Europea efectiva y competente para prevenir y tratar la fragilidad y la discapacidad ligada a ella.;La diversidad de países y regiones que forman este Consorcio, con diferentes sistemas y políticas socio-sanitarias y contextos culturales, sociales y económicos desiguales, representan un formidable reto para conseguirlo pero también una oportunidad para, aunando esfuerzos promover una política Europea efectiva y competente para prevenir y tratar la fragilidad y la discapacidad ligada a ella.
4407;Con este éxodo masivo de refugiados, Mensajeros de la Paz ya anunciaba la terrible situación que se estaba viviendo…;Con este  emigración masivo de refugiados, Mensajeros de la Paz ya anunciaba la terrible situación que se estaba viviendo…
8064;Las reacciones adversas notificadas frecuentemente (1/100 a <1/10) durante el tratamiento con leflunomida son: aumento leve de la presiÃ³n arterial, leucopenia, parestesia, cefalea, mareo, diarrea, nÃ¡useas, vÃ³mitos, trastornos de la mucosa oral (por ejemplo, estomatitis aftosa, Ãºlceras bucales), dolor abdominal, aumento de la caÃ­da de cabello, eczema, erupciÃ³n cutÃ¡nea (incluyendo erupciÃ³n maculopapular), prurito, sequedad de piel, tenosinovitis, incremento de creatinfosfoquinasa (CPK), anorexia, pÃ©rdida de peso (normalmente insignificante), astenia, reacciones alÃ©rgicas leves y elevaciÃ³n de los parÃ¡metros hepÃ¡ticos (transaminasas (especialmente ALT), menos frecuente elevaciÃ³n de los niveles de gamma-GT, fosfatasa alcalina, bilirrubina).;Las reacciones adversas notificadas frecuentemente (1/100 a <1/10) durante el tratamiento con leflunomida son: aumento leve de la presiÃ³n arterial, disminuciÃ³n de leucocitos en la sangre, cosquilleo, dolor de cabeza, mareo, diarrea, nÃ¡useas, vÃ³mitos, trastornos de la mucosa oral (por ejemplo, heridas en la boca, Ãºlceras bucales), dolor abdominal, aumento de la caÃ­da de cabello, enfermedad de la piel, inflamaciÃ³n (incluyendo pequeÃ±as manchas rojas), picazÃ³n, sequedad de piel, inflamaciÃ³n en el tendÃ³n, incremento de creatinfosfoquinasa (CPK), trastornos de la alimentaciÃ³n , pÃ©rdida de peso (normalmente insignificante), fatiga, reacciones alÃ©rgicas leves y elevaciÃ³n de los parÃ¡metros hepÃ¡ticos (transaminasas (especialmente ALT), menos frecuente elevaciÃ³n de los niveles de gamma-GT, fosfatasa alcalina, bilirrubina).
5166;El diagnóstico precoz y su consiguiente tratamiento supondría no solo el retraso de la aparición de la patología, sino también la mejor respuesta al tratamiento y por tanto su mejora de la calidad de vida.Esto solo se podría hacer con una valoración geriátrica integral.;El diagnóstico precoz y su consiguiente tratamiento supondría no solo el retraso de la aparición de la enfermedad, sino también la mejor respuesta al tratamiento y por tanto su mejora de la calidad de vida.Esto solo se podría hacer con una valoración geriátrica integral.
6572;Por todo ello, diversos estudios auguran que en el futuro tendremos que trabajar después de los 65 años;Por todo ello, diversos estudios  pronostican que en el futuro tendremos que trabajar después de los 65 años
876;Actividades de socialización especiales: Navidad es el centro de muchas actividades de socialización con la finalidad de incentivar de nuevo la ilusión por estas fechas mientras se sigue creando una red social, la cual a priori suele ser frágil;Actividades de socialización especiales: Navidad es el centro de muchas actividades de socialización con la finalidad de  motivar de nuevo la ilusión por estas fechas mientras se sigue creando una red social, la cual a priori suele ser frágil
6759;En UNIFI (Florencia, Italia), centran su interés en el uso de modelos in vitro que ayuden a comprender mejor la biología de las células sensoriales, y a investigar los factores que podrían prevenir o restaurar la pérdida de audición;En UNIFI (Florencia, Italia), centran su interés en el uso de modelos in vitro que ayuden a comprender mejor la biología de las células sensoriales, y a investigar los factores que podrían prevenir o recuperar la pérdida de audición
3650;Se trata del repertorio más completo del Bosco, uno de los artistas más enigmáticos e influyentes del Renacimiento, que invita al público a adentrarse en su personal visión del mundo a través de un montaje expositivo espectacular que presenta exentos sus trípticos más relevantes para que se puedan contemplar tanto el anverso como el reverso.;Se trata del repertorio más completo del Bosco, uno de los artistas más enigmáticos e influyentes del Renacimiento, que invita al público a adentrarse en su personal visión del mundo a través de un montaje expositivo espectacular que presenta exentos sus trípticos más relevantes para que se puedan contemplar tanto el anverso como el  envés.
2757;Riaño destacó especialmente el apoyo del Ceapat para la puesta en marcha de la Red de Centros Iberoamericanos de Autonomía Personal y Ayudas Técnicas (Ciapat), una red que cuenta con la asistencia técnica y colaboración Ceapat, que resulta imprescindible para lograr la igualdad efectiva y real, desde el enfoque de los derechos humanos;Riaño destacó especialmente el apoyo del Ceapat para la puesta en marcha de la Red de Centros Iberoamericanos de Autonomía Personal y Ayudas Técnicas (Ciapat), una red que cuenta con la ayuda técnica y colaboración Ceapat, que resulta imprescindible para lograr la igualdad efectiva y real, desde el enfoque de los derechos humanos
6160;El Ministerio de Sanidad, Consumo y Bienestar Social estima que en España hay 800.000 personas frágiles;El Ministerio de Sanidad, Consumo y Bienestar Social calcula que en España hay 800.000 personas frágiles
278;"Carcedo ha subrayado que los datos no han sido siempre accesibles ni comparables entre CCAA
 pero ha explicado que el Sistema de Información ha venido a paliar esta situación: “Se ha construido sobre una estrategia aprobada por el Consejo Interterritorial, con un enfoque integral de la salud y con la participación y consenso de todos los agentes del SNS”.";"Carcedo ha  llamado la atención que los datos no han sido siempre accesibles ni comparables entre CCAA
 pero ha explicado que el Sistema de Información ha venido a paliar esta situación: “Se ha construido sobre una estrategia aprobada por el Consejo Interterritorial, con un enfoque integral de la salud y con la participación y consenso de todos los agentes del SNS”."
785;Organizadas por la Unión Democrática de Pensionistas y Jubilados de España UDP, abordarán la prevención de los malos tratos y abusos desde una perspectiva internacional y multidisciplinar, para conocer también cómo se afrontan las situaciones de malos tratos hacia las personas mayores en otros países;Organizadas por la Unión Democrática de Pensionistas y Jubilados de España UDP, abordarán la prevención de los malos tratos y abusos desde una perspectiva internacional y multidisciplinar, para conocer también cómo se hacen frente las situaciones de malos tratos hacia las personas mayores en otros países
8517;Raramente (1/10.000, <1/1000) se pueden presentar: Trastornos cardÃ­acos La administraciÃ³n tÃ³pica durante perÃ­odos prolongados de tiempo puede producir isquemia debido a la acciÃ³n vasoconstrictora de la efedrina Otras: ReacciÃ³n anafilactoide (consistente en dermatitis de contacto), sensaciÃ³n de quemazÃ³n anal y muy excepcionalmente metaglobinemia caracterizada por cianosis.;Raramente (1/10.000, <1/1000) se pueden presentar: Trastornos cardÃ­acos La administraciÃ³n tÃ³pica durante perÃ­odos prolongados de tiempo puede producir disminuciÃ³n de flujo de sangre debido a la acciÃ³n vasoconstrictora de la efedrina Otras: ReacciÃ³n anafilactoide (consistente en dermatitis de contacto), sensaciÃ³n de quemazÃ³n anal y muy excepcionalmente metaglobinemia caracterizada por coloraciÃ³n azul de la piel.
392;"Asimismo, pretende integrar a las personas con problemas de salud mentad en la sociedad, incluido el mercado laboral; y luchar contra el estigma, para lo que el Ministerio ha involucrado a expertos, otros gobiernos y medios de comunicación.";"Asimismo,  aspira integrar a las personas con problemas de salud mentad en la sociedad, incluido el mercado laboral; y luchar contra el estigma, para lo que el Ministerio ha involucrado a expertos, otros gobiernos y medios de comunicación."
2653;Aunque cualquier persona puede sufrir un problema relacionado con el calor, preste especial atención a bebés y niños pequeños, mayores y personas con enfermedades que puedan agravarse con el calor y la deshidratación, como las patologías cardíacas.;Aunque cualquier persona puede sufrir un problema relacionado con el calor, preste especial atención a bebés y niños pequeños, mayores y personas con enfermedades que puedan agravarse con el calor y la deshidratación, como las  enfermedades del corazón.
560;También se ha puesto en marcha la primera convocatoria de las becas Reina Letizia para la inclusión de jóvenes con discapacidad en el ámbito universitario.;También se ha puesto en marcha la primera convocatoria de las  ayudas Reina Letizia para la inclusión de jóvenes con discapacidad en el ámbito universitario.
3117;Al contrario, Carcedo considera que en este momento “se debe completar la cartera de servicios y prestaciones, mediante la incorporación de la prestación de la teleasistencia avanzada y regular expresamente la figura del asistente personal”.;Al contrario, Carcedo considera que en este momento “se debe completar la cartera de servicios y prestaciones, mediante la  introducción de la prestación de la teleasistencia avanzada y regular expresamente la figura del asistente personal”.
1725;En su resolución, el Tribunal considera que “el Imserso, en la redacción de los pliegos, ha pretendido el diseño de un sistema imparcial, objetivo, automático y estricto que garantice la transparencia del procedimiento de licitación, mediante la fijación de criterios automáticos, sin precisar valoraciones subjetivas y evitando así cualquier aplicación arbitraria o incorrecta”.;En su resolución, el Tribunal considera que “el Imserso, en la redacción de los pliegos, ha pretendido el diseño de un sistema imparcial, objetivo, automático y estricto que garantice la transparencia del procedimiento de licitación, mediante la fijación de criterios automáticos, sin precisar valoraciones subjetivas y evitando así cualquier aplicación  caprichosa o incorrecta”.
7152;El doctor Cano Plasencia imparte una ponencia sobre el «mielomeningocele» en el CRMF de San Fernando;El doctor Cano Plasencia imparte una charla sobre el «mielomeningocele» en el CRMF de San Fernando
2251;or otro lado, Down Madrid también aboga por implementar acciones de formación e incorporación de hábitos de vida saludable que consideren tanto la salud física como la psicológica, consiguiendo que los adultos con síndrome de Down tengan una vida social, profesional y ocupacional activa;or otro lado, Down Madrid también aboga por poner en marcha acciones de formación e incorporación de hábitos de vida saludable que consideren tanto la salud física como la psicológica, consiguiendo que los adultos con síndrome de Down tengan una vida social, profesional y ocupacional activa
1192;Según ha valorado, estos cambios demográficos son reflejo de la solidaridad de la ciudadanía, cuya voluntad ha puesto en marcha “logros tan importantes” como el sistema de protección social y de servicios sociales, la universalización de la atención sanitaria, el sistema de pensiones y el Sistema de Promoción de la Autonomía Personal y Atención a las Personas en situación de Dependencia.;Según ha valorado, estos cambios demográficos son reflejo de la solidaridad de la ciudadanía, cuya  constancia ha puesto en marcha “logros tan importantes” como el sistema de protección social y de servicios sociales, la universalización de la atención sanitaria, el sistema de pensiones y el Sistema de Promoción de la Autonomía Personal y Atención a las Personas en situación de Dependencia.
5731;Con ese objetivo en mente, ha ido desarrollando unidades específicas para tratar cualquier tipo de afección que pueda sufrir el órgano más grande que tenemos y que más expuesto está a las agresiones externas: la piel;Con ese objetivo en mente, ha ido desarrollando unidades específicas para tratar cualquier tipo de  enfermedad que pueda sufrir el órgano más grande que tenemos y que más expuesto está a las agresiones externas: la piel
5223;¿Sabes que cada día que pasa ganamos seis horas de vida y que por cada año transcurrido podemos vivir tres meses más que el anterior;¿Sabes que cada día que pasa ganamos seis horas de vida y que por cada año transcurrido podemos vivir tres meses más que el anterior
2580;David Ojeda de «Palmyra Teatro» habló de un espacio de espectadores y de un proyecto ideológico;David Ojeda de «Palmyra Teatro» habló de un espacio de  asistentes y de un proyecto ideológico
6728;Estos resultados sugieren que seguir una Dieta Mediterránea suplementada con frutos secos puede contrarrestar el deterioro cognitivo vinculado a la edad;Estos resultados sugieren que seguir una Dieta Mediterránea suplementada con frutos secos puede reducir el deterioro cognitivo vinculado a la edad
6016;Sonia Santos Lasaosa, Coordinadora del Grupo de Estudio de Cefaleas de la Sociedad Española de Neurología (SEN);Sonia Santos Lasaosa, Coordinadora del Grupo de Estudio de dolores de cabeza de la Sociedad Española de Neurología (SEN)
5100;Bien al contrario: sigue agrandando su ya más que densa biografía y vive con la misma vocación  la  actualidad del día a día, sin ceder un ápice en su convicción de que “un mundo mejor es posible”;Bien al contrario: sigue agrandando su ya más que densa biografía y vive con la misma vocación  la  actualidad del día a día, sin ceder un ápice en su ideal de que “un mundo mejor es posible”
3652;Dado el carácter monográfico de la muestra, y ante la dificultad que plantea fijar su cronología, se ha distribuido su producción en seis secciones temáticas: Infancia y vida pública de Cristo, Los santos, Del Paraíso al Infierno, El jardín de las delicias, El mundo y el hombre: Pecados Capitales y obras profanas, y La Pasión de Cristo.;Dado el carácter monográfico de la muestra, y ante la dificultad que plantea fijar su  orden, se ha distribuido su producción en seis secciones temáticas: Infancia y vida pública de Cristo, Los santos, Del Paraíso al Infierno, El jardín de las delicias, El mundo y el hombre: Pecados Capitales y obras profanas, y La Pasión de Cristo.
3698;A lo largo de sus 494 páginas y a través de las abundantes ilustraciones y de los textos divulgativos que las acompañan, El Libro del Prado muestra y comenta las principales obras del Museo, ofreciendo al lector una valiosa visión de la historia del arte.;A lo largo de sus 494 páginas y a través de las abundantes ilustraciones y de los textos informativos que las acompañan, El Libro del Prado muestra y comenta las principales obras del Museo, ofreciendo al lector una valiosa visión de la historia del arte.
8310;En pacientes con edad avanzada es mÃ¡s probable que se produzca confusiÃ³n, dificultad o dolor durante la micciÃ³n, somnolencia, mareos y sequedad de boca, nariz o garganta.;En pacientes con edad avanzada es mÃ¡s probable que se produzca confusiÃ³n, dificultad o dolor durante la micciÃ³n, somnolencia, mareo y sequedad de boca, nariz o garganta.
1302;En la mesa, titulada ‘Camino de Santiago inclusivo’, Fundación OONCE informó de las actuaciones que está llevando a cabo para hacer posible que las personas con discapacidad sean también peregrinas si lo desean.;En la mesa, titulada ‘Camino de Santiago inclusivo’, Fundación OONCE informó de las  acciones que está llevando a cabo para hacer posible que las personas con discapacidad sean también peregrinas si lo desean.
1633;La risa puede ser el mejor aliado;La risa puede ser el mejor amigo
7887;Ya han pasado más de 6 semanas desde que comenzara esta pandemia en España y, en este tiempo, la comunidad médica ha aprendido mucho sobre este nuevo coronavirus, adaptando sus formas de actuación a los diferentes síndromes que incluye el COVID-19.;Ya han pasado más de 6 semanas desde que comenzara esta epidemia en España y, en este tiempo, la comunidad médica ha aprendido mucho sobre este nuevo coronavirus, adaptando sus formas de actuación a los diferentes síndromes que incluye el COVID-19.
8195;Hipoglucemia En ensayos clÃ­nicos con pacientes tratados con BYETTA y una sulfonilurea (con o sin metformina), la incidencia de hipoglucemia aumentÃ³ en comparaciÃ³n con placebo (23,5 % y 25,2 % frente a 12,6 % y 3,3 %) y pareciÃ³ ser dependiente de la dosis tanto de BYETTA como de la sufonilurea.;Hipoglucemia En ensayos clÃ­nicos con pacientes tratados con BYETTA y una sulfonilurea (con o sin metformina), la incidencia de poca azÃºcar en la sangre aumentÃ³ en comparaciÃ³n con placebo (23,5 % y 25,2 % frente a 12,6 % y 3,3 %) y pareciÃ³ ser dependiente de la dosis tanto de BYETTA como de la sufonilurea.
578;El compromiso, ha insistido, es conseguir no solo no discriminar, sino lograr la plena inclusión de las personas con discapacidad.;El  trato, ha insistido, es conseguir no solo no discriminar, sino lograr la plena inclusión de las personas con discapacidad.
1359;La ministra ha destacado que deben vacunarse porque así se protegen a ellas, sus fetos y sus bebés durante los primeros meses de vida: “No sólo no está contraindicado sino que está muy recomendado en cualquier trimestre de su embarazo”.;La ministra ha destacado que deben vacunarse porque así se protegen a ellas, sus fetos y sus bebés durante los primeros meses de vida: “No sólo no está perjudicial sino que está muy recomendado en cualquier trimestre de su embarazo”.
4745;Actualmente, uno de los objetivos de los médicos e investigadores en torno al Alzheimer se centra en la detección de la enfermedad en etapas precoces;Actualmente, uno de los objetivos de los médicos e investigadores en torno al Alzheimer se centra en la detección de la enfermedad en etapas tempranas
8765;Raramente han sido notificadas reacciones de hipersensibilidad graves, incluida anafilaxis.;Raramente han sido notificadas reacciones de alergia graves, incluida anafilaxis.
2358;"""Este procedimiento culminará con la elaboración de un real decreto muy esperado por la comunidad sorda, ya que implica el compromiso ineludible con la difusión, transmisión, documentación, investigación, preservación, protección, promoción, valorización y revitalización de estas lenguas largamente minorizadas"", explicó la CNSE";"""Este procedimiento finalizará con la elaboración de un real decreto muy esperado por la comunidad sorda, ya que implica el compromiso ineludible con la difusión, transmisión, documentación, investigación, preservación, protección, promoción, valorización y revitalización de estas lenguas largamente minorizadas"", explicó la CNSE"
284;Trabajar con datos, obtenerlos de las fuentes, depurarlos y procesarlos para convertirlos en indicadores con un significado útil es, precisamente, lo que hace día a día el Sistema de Información Sanitaria del SNS.;Trabajar con datos, obtenerlos de las fuentes, depurarlos y procesarlos para convertirlos en  señales con un significado útil es, precisamente, lo que hace día a día el Sistema de Información Sanitaria del SNS.
1786;“Hay que estar vigilantes a los retrocesos que puedan producirse al calor del auge de los partidos xenófobos, para evitar que el fantasma de la intolerancia que recorre Europa se instale también en España”, ha añadido;“Hay que estar alerta a los retrocesos que puedan producirse al calor del auge de los partidos xenófobos, para evitar que el fantasma de la intolerancia que recorre Europa se instale también en España”, ha añadido
5662;La aparición de úlceras o llagas en la boca también pueden causar molestias;La aparición de úlceras o heridas en la boca también pueden causar molestias
8360;Reacciones adversas Las reacciones adversas se han dividido en secciones especÃ­ficas para epilepsia y para trastorno bipolar, basÃ¡ndose en los datos actualmente disponibles.;Reacciones adversas Las reacciones adversas se han dividido en secciones especÃ­ficas para epilepsia y para trastorno bipolar, basÃ¡ndose en los datos actualmente disponibenfermedad del sistema inmune.
7547;Las preguntas se han dirigido a conocer cómo estaban afrontando el día a día en el confinamiento, si recibían algún tipo de ayuda, formal de familia o informal, o por el contrario si salían ellas mismas a hacer la compra.;Las preguntas se han dirigido a conocer cómo estaban afrontando el día a día en el aislamiento, si recibían algún tipo de ayuda, formal de familia o informal, o por el contrario si salían ellas mismas a hacer la compra.
3152;En este sentido, es importante la consolidación del Código de Riesgo de Suicidio, que permita que la persona identificada con riesgo grave de suicidio o tentativa sea atendida en un muy breve lapso de tiempo, ha destacado la Ministra;En este sentido, es importante la consolidación del Código de Riesgo de Suicidio, que permita que la persona identificada con riesgo grave de suicidio o intento sea atendida en un muy breve lapso de tiempo, ha destacado la Ministra
2915;"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas  expresadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
5856;Los fisioterapeutas desmontan los mitos asociados a lesiones y ejercicio físico;Los fisioterapeutas desmontan los mitos relacionados a lesiones y ejercicio físico
2220;Los estudios señalan que las personas con síndrome de Down comienzan a mostrar signos de envejecimiento antes que el resto, coincidiendo en considerar los 45 años como el momento en el que empiezan a manifestar los síntomas de declive funcional;Los estudios señalan que las personas con síndrome de Down comienzan a mostrar signos de envejecimiento antes que el resto, coincidiendo en considerar los 45 años como el momento en el que empiezan a manifestar los síntomas de  decaimiento funcional
8860;NiÃ±os y adolescentes (< 18 aÃ±os) No existe experiencia clÃ­nica con pamidronato en niÃ±os o adolescentes.;NiÃ±os y adoenfermedad del sistema inmunecentes (< 18 aÃ±os) No existe experiencia clÃ­nica con pamidronato en niÃ±os o adoenfermedad del sistema inmunecentes.
7404;La Unión Democrática de Pensionistas y Jubilados de España (UDP), es una organización sin ánimo de lucro, Declarada de Utilidad Pública;La Unión Democrática de Pensionistas y Jubilados de España (UDP), es una organización sin ánimo de  ganancia, Declarada de Utilidad Pública
8735;Raras: eritema nodoso.;Raras: enrojecimiento nodoso.
3464;La puesta en marcha de este programa tiene como objetivo proporcionar información y formación rigurosa y veraz a la ciudadanía en materia de medicamentos, tal y como establece la ley;La puesta en marcha de este programa tiene como objetivo proporcionar información y formación rigurosa y  exacta a la ciudadanía en materia de medicamentos, tal y como establece la ley
8624;PostcomercializaciÃ³n AdemÃ¡s de las reacciones descritas anteriormente durante la experiencia postcomercializaciÃ³n de pravastatina se han notificado las siguientes reacciones adversas: Trastornos del sistema nervioso: Muy raras: polineuropatÃ­a perifÃ©rica, particularmente cuando se utiliza durante un tiempo prolongado, parestesia Trastornos del sistema inmunitario: Muy raras: reacciones de hipersensibilidad, anafilaxis, angioedema, sÃ­ndrome de tipo lupus eritematoso.;PostcomercializaciÃ³n AdemÃ¡s de las reacciones descritas anteriormente durante la experiencia postcomercializaciÃ³n de pravastatina se han notificado las siguientes reacciones adversas: Trastornos del sistema nervioso: Muy raras: afecciÃ³n neurolÃ³gica perifÃ©rica, particularmente cuando se utiliza durante un tiempo prolongado, cosquilleo Trastornos del sistema inmunitario: Muy raras: reacciones de alergia, anafilaxis, hinchazÃ³n debajo de la piel, sÃ­ndrome de tipo daÃ±o en los tejidos.
7790;Se abordará el uso de los teléfonos móviles o “Smartphone” como herramienta de comunicación para que cualquier persona conozca las diferentes posibilidades que nos permiten aplicaciones como WhatsApp y las redes sociales para estar conectados y conectadas con nuestras amistades, familiares y asociaciones;Se tratará el uso de los teléfonos móviles o “Smartphone” como herramienta de comunicación para que cualquier persona conozca las diferentes posibilidades que nos permiten aplicaciones como WhatsApp y las redes sociales para estar conectados y conectadas con nuestras amistades, familiares y asociaciones
7245;Por eso, solicitamos un incremento del número de psicólogos clínicos para permitir una atención solvente, no sólo porque ya éramos necesarios sino porque, tras la pandemia, lo seremos aún más”;Por eso, solicitamos un aumento del número de psicólogos clínicos para permitir una atención solvente, no sólo porque ya éramos necesarios sino porque, tras la pandemia, lo seremos aún más”
7664;El Círculo de la Sanidad ve fundamental que se alcancen grandes acuerdos en materia de sanidad en el marco de la comisión de reconstrucción creada en el Congreso de los Diputados para adoptar medidas en diferentes ámbitos que ayuden a luchar contra la pandemia de coronavirus y a mitigar las consecuencias sociales y económicas de esta crisis, aunque, en paralelo, destaca que “debe analizarse en profundidad la gestión de la pandemia para no repetir errores en el futuro”.;El Círculo de la Sanidad ve fundamental que se alcancen grandes acuerdos en materia de sanidad en el marco de la comité de reconstrucción creada en el Congreso de los Diputados para adoptar medidas en diferentes ámbitos que ayuden a luchar contra la pandemia de coronavirus y a mitigar las consecuencias sociales y económicas de esta crisis, aunque, en paralelo, destaca que “debe analizarse en profundidad la gestión de la pandemia para no repetir errores en el futuro”.
5372;El programa que se presenta en esta obra ha sido galardonado con el premio Lafourcade-Ponce 2012 y se ha testado e implementado con más de 2.000 dolientes en España, Latinoamérica y África con magníficos resultados;El programa que se presenta en esta obra ha sido galardonado con el premio Lafourcade-Ponce 2012 y se ha testado e poner en funcionamiento con más de 2.000 dolientes en España, Latinoamérica y África con magníficos resultados
5812;“Todo ello, favorece la aparición de enfermedades como la periodontitis, que es una infección grave de las encías que daña el tejido blando y destruye el hueso que sostiene los dientes;“Todo ello, favorece la aparición de enfermedades como la periodontitis, que es una infección grave de las encías que daña el tejido blando y destruye el hueso que sujeta los dientes
